J_Nombre,R_J_Nombre,R_nombre,PC_numero
richard37499,richard37499,Ropa_2_career,66
garcialarry500,garcialarry500,Ropa_0_have,145
garcialarry500,garcialarry500,Ropa_1_moment,204
garcialarry500,garcialarry500,Ropa_2_race,618
christiegarcia501,christiegarcia501,Ropa_1_over,429
qbridges502,qbridges502,Ropa_1_especially,731
qbridges502,qbridges502,Ropa_2_notice,292
robert91503,robert91503,Ropa_1_stay,441
robert91503,robert91503,Ropa_2_also,446
wilsonmichael504,wilsonmichael504,Ropa_0_around,82
ccain505,ccain505,Ropa_1_wind,740
ccain505,ccain505,Ropa_2_somebody,472
vincent57506,vincent57506,Ropa_0_exactly,160
davidfleming507,davidfleming507,Ropa_1_history,293
davidfleming507,davidfleming507,Ropa_2_that,246
valdezraymond508,valdezraymond508,Ropa_0_office,96
valdezraymond508,valdezraymond508,Ropa_2_today,887
kathrynburns509,kathrynburns509,Ropa_0_impact,640
kathrynburns509,kathrynburns509,Ropa_1_when,128
michaelwalters510,michaelwalters510,Ropa_0_director,260
michaelwalters510,michaelwalters510,Ropa_1_three,288
jonathan50511,jonathan50511,Ropa_0_energy,943
jonathan50511,jonathan50511,Ropa_1_pass,251
riveramichelle512,riveramichelle512,Ropa_0_indeed,172
ashley91513,ashley91513,Ropa_0_ask,290
ashley91513,ashley91513,Ropa_1_would,49
ashley91513,ashley91513,Ropa_2_let,921
calebgarrett514,calebgarrett514,Ropa_1_trouble,667
calebgarrett514,calebgarrett514,Ropa_2_standard,53
carterjenna515,carterjenna515,Ropa_0_work,684
carterjenna515,carterjenna515,Ropa_1_between,403
carterjenna515,carterjenna515,Ropa_2_safe,637
caroljensen516,caroljensen516,Ropa_0_either,910
caroljensen516,caroljensen516,Ropa_2_sign,499
brittany18517,brittany18517,Ropa_1_offer,39
brittany18517,brittany18517,Ropa_2_produce,222
wrightmartha518,wrightmartha518,Ropa_0_responsibility,363
wrightmartha518,wrightmartha518,Ropa_2_example,766
smithaaron519,smithaaron519,Ropa_0_guy,540
smithaaron519,smithaaron519,Ropa_1_space,39
smithaaron519,smithaaron519,Ropa_2_eye,577
wcabrera520,wcabrera520,Ropa_0_agreement,320
wcabrera520,wcabrera520,Ropa_1_pass,459
wcabrera520,wcabrera520,Ropa_2_attention,192
cruzjason521,cruzjason521,Ropa_2_positive,639
walkermark522,walkermark522,Ropa_0_detail,786
walkermark522,walkermark522,Ropa_1_economy,466
walkermark522,walkermark522,Ropa_2_hour,747
millervirginia524,millervirginia524,Ropa_1_million,691
millervirginia524,millervirginia524,Ropa_2_fall,175
qandrews525,qandrews525,Ropa_0_win,120
aaronfowler526,aaronfowler526,Ropa_0_either,148
aaronfowler526,aaronfowler526,Ropa_1_recognize,106
aaronfowler526,aaronfowler526,Ropa_2_few,544
laurenchung527,laurenchung527,Ropa_0_remember,662
laurenchung527,laurenchung527,Ropa_1_better,579
kimberlydiaz528,kimberlydiaz528,Ropa_1_serve,570
kimberlydiaz528,kimberlydiaz528,Ropa_2_drop,931
kylecook529,kylecook529,Ropa_0_hundred,554
kylecook529,kylecook529,Ropa_1_event,505
kylecook529,kylecook529,Ropa_2_author,619
ibaker530,ibaker530,Ropa_0_officer,463
ibaker530,ibaker530,Ropa_1_official,24
ibaker530,ibaker530,Ropa_2_grow,509
hballard531,hballard531,Ropa_1_common,380
hballard531,hballard531,Ropa_2_radio,326
buchanandouglas532,buchanandouglas532,Ropa_0_director,449
buchanandouglas532,buchanandouglas532,Ropa_1_high,43
lshannon533,lshannon533,Ropa_0_building,313
lshannon533,lshannon533,Ropa_1_follow,674
lshannon533,lshannon533,Ropa_2_similar,987
whitevincent534,whitevincent534,Ropa_0_oil,440
omurphy535,omurphy535,Ropa_0_view,667
omurphy535,omurphy535,Ropa_2_million,69
glewis536,glewis536,Ropa_1_this,692
katelynandersen537,katelynandersen537,Ropa_0_detail,766
katelynandersen537,katelynandersen537,Ropa_1_early,36
katelynandersen537,katelynandersen537,Ropa_2_develop,201
donnayoder538,donnayoder538,Ropa_0_ask,14
donnayoder538,donnayoder538,Ropa_1_peace,761
qbrown539,qbrown539,Ropa_1_cup,86
qbrown539,qbrown539,Ropa_2_trouble,593
joshuacarlson540,joshuacarlson540,Ropa_1_society,102
joshuacarlson540,joshuacarlson540,Ropa_2_social,483
curtis37541,curtis37541,Ropa_0_have,394
curtis37541,curtis37541,Ropa_1_herself,452
marcussmall542,marcussmall542,Ropa_1_learn,482
barnesmichael543,barnesmichael543,Ropa_1_hear,470
courtneyjones544,courtneyjones544,Ropa_1_he,617
mhull545,mhull545,Ropa_0_light,166
mhull545,mhull545,Ropa_1_next,721
zbrooks546,zbrooks546,Ropa_0_someone,881
zbrooks546,zbrooks546,Ropa_1_suddenly,175
wnicholson547,wnicholson547,Ropa_2_impact,887
brandonlogan548,brandonlogan548,Ropa_0_save,943
brandonlogan548,brandonlogan548,Ropa_2_star,983
vpham549,vpham549,Ropa_0_behind,575
vpham549,vpham549,Ropa_1_perhaps,326
vpham549,vpham549,Ropa_2_organization,725
valerieross550,valerieross550,Ropa_2_several,698
ericcrawford551,ericcrawford551,Ropa_1_stage,837
ericcrawford551,ericcrawford551,Ropa_2_list,684
salinaslaura552,salinaslaura552,Ropa_1_current,100
salinaslaura552,salinaslaura552,Ropa_2_brother,973
pruiz553,pruiz553,Ropa_1_middle,155
davisamanda554,davisamanda554,Ropa_1_test,155
davisamanda554,davisamanda554,Ropa_2_modern,520
mcguirechristina555,mcguirechristina555,Ropa_0_light,249
mcguirechristina555,mcguirechristina555,Ropa_1_individual,666
mcguirechristina555,mcguirechristina555,Ropa_2_skin,644
urodriguez556,urodriguez556,Ropa_0_art,77
urodriguez556,urodriguez556,Ropa_1_same,359
john09557,john09557,Ropa_1_anything,556
kellyfrederick558,kellyfrederick558,Ropa_0_course,512
jonesjohn559,jonesjohn559,Ropa_0_seven,568
jonesjohn559,jonesjohn559,Ropa_1_either,419
jonesjohn559,jonesjohn559,Ropa_2_matter,992
davisrobert560,davisrobert560,Ropa_0_gas,33
davisrobert560,davisrobert560,Ropa_1_agreement,375
iholt561,iholt561,Ropa_0_social,791
iholt561,iholt561,Ropa_1_deep,64
iholt561,iholt561,Ropa_2_structure,437
ptucker562,ptucker562,Ropa_0_fast,920
ptucker562,ptucker562,Ropa_1_the,21
ptucker562,ptucker562,Ropa_2_establish,685
dixonjonathan563,dixonjonathan563,Ropa_0_event,87
dixonjonathan563,dixonjonathan563,Ropa_1_all,324
dixonjonathan563,dixonjonathan563,Ropa_2_can,162
michaeldavis564,michaeldavis564,Ropa_0_interest,673
michaeldavis564,michaeldavis564,Ropa_2_difference,773
timothy97565,timothy97565,Ropa_0_responsibility,93
timothy97565,timothy97565,Ropa_1_Democrat,923
timothy97565,timothy97565,Ropa_2_I,485
ramoslori566,ramoslori566,Ropa_2_treatment,204
nancy87567,nancy87567,Ropa_0_role,448
nancy87567,nancy87567,Ropa_2_turn,552
langbarbara568,langbarbara568,Ropa_0_six,230
langbarbara568,langbarbara568,Ropa_1_large,150
langbarbara568,langbarbara568,Ropa_2_feeling,418
fisheramanda569,fisheramanda569,Ropa_0_people,373
fisheramanda569,fisheramanda569,Ropa_2_art,81
tjordan570,tjordan570,Ropa_1_campaign,675
tjordan570,tjordan570,Ropa_2_hot,82
heathermatthews571,heathermatthews571,Ropa_0_yard,768
heathermatthews571,heathermatthews571,Ropa_1_late,371
heathermatthews571,heathermatthews571,Ropa_2_down,859
david03572,david03572,Ropa_0_democratic,477
ywall573,ywall573,Ropa_0_party,268
ywall573,ywall573,Ropa_1_enjoy,601
ywall573,ywall573,Ropa_2_around,361
robert54574,robert54574,Ropa_0_rule,188
robert54574,robert54574,Ropa_1_keep,881
donnageorge575,donnageorge575,Ropa_0_young,798
donnageorge575,donnageorge575,Ropa_1_ability,138
austin27576,austin27576,Ropa_0_yard,570
austin27576,austin27576,Ropa_1_order,675
austin27576,austin27576,Ropa_2_action,163
xmccarty577,xmccarty577,Ropa_0_type,982
steven73578,steven73578,Ropa_0_know,510
steven73578,steven73578,Ropa_1_play,622
steven73578,steven73578,Ropa_2_often,484
ndavis579,ndavis579,Ropa_0_PM,799
ndavis579,ndavis579,Ropa_2_yard,770
robertshannah580,robertshannah580,Ropa_0_as,622
robertshannah580,robertshannah580,Ropa_1_produce,395
dvazquez581,dvazquez581,Ropa_0_center,201
dvazquez581,dvazquez581,Ropa_1_act,381
danawilliams582,danawilliams582,Ropa_0_grow,460
danawilliams582,danawilliams582,Ropa_2_worry,781
dmorales583,dmorales583,Ropa_0_shoulder,227
dmorales583,dmorales583,Ropa_1_lay,536
thomaswalters584,thomaswalters584,Ropa_2_produce,574
hollowayteresa585,hollowayteresa585,Ropa_0_share,503
hollowayteresa585,hollowayteresa585,Ropa_1_career,927
hollowayteresa585,hollowayteresa585,Ropa_2_serve,209
jgreen586,jgreen586,Ropa_0_resource,122
jgreen586,jgreen586,Ropa_2_pass,525
lorithomas587,lorithomas587,Ropa_0_stuff,307
lorithomas587,lorithomas587,Ropa_1_computer,580
lorithomas587,lorithomas587,Ropa_2_billion,490
yfitzgerald588,yfitzgerald588,Ropa_0_radio,963
jeff40589,jeff40589,Ropa_0_run,455
jeff40589,jeff40589,Ropa_1_analysis,978
anna40590,anna40590,Ropa_1_marriage,680
hlynn591,hlynn591,Ropa_1_present,877
hlynn591,hlynn591,Ropa_2_officer,980
joshua12592,joshua12592,Ropa_0_charge,43
joshua12592,joshua12592,Ropa_1_write,116
joshua12592,joshua12592,Ropa_2_happen,39
christinapeterson593,christinapeterson593,Ropa_1_month,601
christinapeterson593,christinapeterson593,Ropa_2_response,919
aaron03594,aaron03594,Ropa_0_south,373
aaron03594,aaron03594,Ropa_1_food,513
aaron03594,aaron03594,Ropa_2_race,325
lesliegallagher595,lesliegallagher595,Ropa_1_reach,816
lesliegallagher595,lesliegallagher595,Ropa_2_she,296
awillis596,awillis596,Ropa_0_store,126
awillis596,awillis596,Ropa_1_society,411
awillis596,awillis596,Ropa_2_art,326
davidward597,davidward597,Ropa_0_act,433
davidward597,davidward597,Ropa_2_make,392
mannaaron598,mannaaron598,Ropa_1_hear,281
macdonaldelizabeth599,macdonaldelizabeth599,Ropa_2_ahead,437
smithamanda600,smithamanda600,Ropa_0_interesting,118
smithamanda600,smithamanda600,Ropa_1_step,397
smithamanda600,smithamanda600,Ropa_2_medical,455
arnoldlauren601,arnoldlauren601,Ropa_1_agree,545
arnoldlauren601,arnoldlauren601,Ropa_2_ahead,948
sean25602,sean25602,Ropa_0_night,18
sean25602,sean25602,Ropa_1_point,940
sean25602,sean25602,Ropa_2_animal,407
walkerjared603,walkerjared603,Ropa_0_stand,684
walkerjared603,walkerjared603,Ropa_1_leave,519
walkerjared603,walkerjared603,Ropa_2_view,325
uhuff604,uhuff604,Ropa_1_myself,250
uhuff604,uhuff604,Ropa_2_item,334
ugalvan605,ugalvan605,Ropa_1_company,353
ugalvan605,ugalvan605,Ropa_2_car,280
edennis606,edennis606,Ropa_0_free,980
edennis606,edennis606,Ropa_1_cell,357
edennis606,edennis606,Ropa_2_two,678
montoyadeborah607,montoyadeborah607,Ropa_0_state,440
montoyadeborah607,montoyadeborah607,Ropa_1_marriage,661
zachary03608,zachary03608,Ropa_2_approach,240
pollarddonna609,pollarddonna609,Ropa_0_arm,243
pollarddonna609,pollarddonna609,Ropa_1_star,189
michelle59610,michelle59610,Ropa_0_such,705
michelle59610,michelle59610,Ropa_1_notice,590
gomezlisa611,gomezlisa611,Ropa_0_go,723
gomezlisa611,gomezlisa611,Ropa_1_prove,107
kevingonzalez612,kevingonzalez612,Ropa_2_what,618
thamilton613,thamilton613,Ropa_1_film,49
paul36614,paul36614,Ropa_0_professor,711
paul36614,paul36614,Ropa_1_tonight,395
lsmith615,lsmith615,Ropa_0_finally,641
lsmith615,lsmith615,Ropa_1_church,79
lsmith615,lsmith615,Ropa_2_president,494
xmarshall616,xmarshall616,Ropa_0_morning,758
anthonynewman617,anthonynewman617,Ropa_0_she,426
anthonynewman617,anthonynewman617,Ropa_2_account,878
kchapman618,kchapman618,Ropa_1_similar,262
kchapman618,kchapman618,Ropa_2_property,151
johnsonryan619,johnsonryan619,Ropa_0_support,881
johnsonryan619,johnsonryan619,Ropa_1_fall,26
johnsonryan619,johnsonryan619,Ropa_2_leader,261
tsullivan620,tsullivan620,Ropa_0_my,326
tsullivan620,tsullivan620,Ropa_1_take,451
tsullivan620,tsullivan620,Ropa_2_detail,407
rachelberry621,rachelberry621,Ropa_1_little,51
parkbrett622,parkbrett622,Ropa_0_medical,38
parkbrett622,parkbrett622,Ropa_1_improve,624
parkbrett622,parkbrett622,Ropa_2_bad,920
wroberts623,wroberts623,Ropa_0_evening,514
wroberts623,wroberts623,Ropa_1_down,598
wroberts623,wroberts623,Ropa_2_establish,49
vhall624,vhall624,Ropa_0_art,67
vhall624,vhall624,Ropa_2_hour,800
lisapatel625,lisapatel625,Ropa_0_section,276
lisapatel625,lisapatel625,Ropa_1_floor,706
lisapatel625,lisapatel625,Ropa_2_small,51
tylerwarner626,tylerwarner626,Ropa_0_actually,132
tylerwarner626,tylerwarner626,Ropa_1_term,218
tylerwarner626,tylerwarner626,Ropa_2_anyone,415
pholland627,pholland627,Ropa_1_run,220
austinrhodes628,austinrhodes628,Ropa_2_suffer,51
susanturner629,susanturner629,Ropa_0_fill,195
susanturner629,susanturner629,Ropa_1_structure,252
nrosario630,nrosario630,Ropa_1_whom,635
nrosario630,nrosario630,Ropa_2_opportunity,139
troyhutchinson631,troyhutchinson631,Ropa_2_before,567
stacey41632,stacey41632,Ropa_0_listen,884
stacey41632,stacey41632,Ropa_1_evidence,743
mcknighttina633,mcknighttina633,Ropa_2_body,174
iweiss634,iweiss634,Ropa_0_challenge,543
iweiss634,iweiss634,Ropa_1_question,628
iweiss634,iweiss634,Ropa_2_so,398
daviddickerson635,daviddickerson635,Ropa_0_discussion,978
daviddickerson635,daviddickerson635,Ropa_1_street,379
daviddickerson635,daviddickerson635,Ropa_2_now,838
bpadilla636,bpadilla636,Ropa_0_quite,940
bpadilla636,bpadilla636,Ropa_1_wife,273
bpadilla636,bpadilla636,Ropa_2_writer,307
qmoon637,qmoon637,Ropa_0_police,488
qmoon637,qmoon637,Ropa_1_which,5
qmoon637,qmoon637,Ropa_2_music,519
campbellcolleen638,campbellcolleen638,Ropa_0_raise,532
campbellcolleen638,campbellcolleen638,Ropa_1_nation,743
campbellcolleen638,campbellcolleen638,Ropa_2_ready,557
hudsondavid639,hudsondavid639,Ropa_0_soon,678
hudsondavid639,hudsondavid639,Ropa_1_something,916
hudsondavid639,hudsondavid639,Ropa_2_investment,753
jasonperez640,jasonperez640,Ropa_1_for,759
taylorluke641,taylorluke641,Ropa_1_pretty,849
taylorluke641,taylorluke641,Ropa_2_positive,540
rodriguezchristopher642,rodriguezchristopher642,Ropa_0_worry,811
rodriguezchristopher642,rodriguezchristopher642,Ropa_1_training,795
wharris643,wharris643,Ropa_0_themselves,374
wharris643,wharris643,Ropa_1_tree,63
wharris643,wharris643,Ropa_2_international,359
leslie92644,leslie92644,Ropa_1_present,631
leslie92644,leslie92644,Ropa_2_wind,281
andradeolivia645,andradeolivia645,Ropa_0_world,78
andradeolivia645,andradeolivia645,Ropa_1_major,209
melissa96646,melissa96646,Ropa_1_example,898
greenethomas647,greenethomas647,Ropa_0_truth,867
greenethomas647,greenethomas647,Ropa_2_music,194
mitchelljoann648,mitchelljoann648,Ropa_0_must,971
mitchelljoann648,mitchelljoann648,Ropa_1_exist,956
cnorris649,cnorris649,Ropa_0_mind,705
cnorris649,cnorris649,Ropa_2_agency,403
erikanelson650,erikanelson650,Ropa_0_market,460
erikanelson650,erikanelson650,Ropa_1_we,42
erikanelson650,erikanelson650,Ropa_2_to,141
heathersanders651,heathersanders651,Ropa_1_let,175
heathersanders651,heathersanders651,Ropa_2_model,501
nconley652,nconley652,Ropa_0_to,525
nconley652,nconley652,Ropa_1_situation,836
nconley652,nconley652,Ropa_2_will,458
jennifermccarthy653,jennifermccarthy653,Ropa_0_debate,545
jennifermccarthy653,jennifermccarthy653,Ropa_2_amount,407
bwilson654,bwilson654,Ropa_1_drop,582
bwilson654,bwilson654,Ropa_2_as,427
zlarson655,zlarson655,Ropa_0_general,758
zlarson655,zlarson655,Ropa_1_data,215
mullenrebecca656,mullenrebecca656,Ropa_0_movement,571
jasongriffith657,jasongriffith657,Ropa_0_collection,366
jasongriffith657,jasongriffith657,Ropa_2_during,642
fritzterry658,fritzterry658,Ropa_0_gas,421
fritzterry658,fritzterry658,Ropa_1_thus,662
murphydaniel659,murphydaniel659,Ropa_1_response,156
murphydaniel659,murphydaniel659,Ropa_2_health,676
jonesmelissa660,jonesmelissa660,Ropa_0_middle,664
jonesmelissa660,jonesmelissa660,Ropa_2_through,199
reidmike661,reidmike661,Ropa_1_cost,708
reidmike661,reidmike661,Ropa_2_despite,243
markdudley662,markdudley662,Ropa_0_color,468
markdudley662,markdudley662,Ropa_2_second,97
ndoyle663,ndoyle663,Ropa_0_way,308
ndoyle663,ndoyle663,Ropa_1_purpose,747
kimberly99664,kimberly99664,Ropa_1_start,487
kimberly99664,kimberly99664,Ropa_2_reflect,39
kathleenrodriguez665,kathleenrodriguez665,Ropa_0_meeting,42
kathleenrodriguez665,kathleenrodriguez665,Ropa_2_last,511
mary87666,mary87666,Ropa_1_within,273
mary87666,mary87666,Ropa_2_reality,548
jimmypatterson667,jimmypatterson667,Ropa_0_agree,273
jimmypatterson667,jimmypatterson667,Ropa_1_since,87
birdpaul668,birdpaul668,Ropa_0_none,905
birdpaul668,birdpaul668,Ropa_1_piece,7
birdpaul668,birdpaul668,Ropa_2_ready,59
robinsonmark669,robinsonmark669,Ropa_0_east,491
robinsonmark669,robinsonmark669,Ropa_1_worry,498
robinsonmark669,robinsonmark669,Ropa_2_start,960
allison53670,allison53670,Ropa_0_own,410
allison53670,allison53670,Ropa_1_back,684
allison53670,allison53670,Ropa_2_our,222
oward671,oward671,Ropa_0_offer,397
oward671,oward671,Ropa_1_friend,920
christophermoore672,christophermoore672,Ropa_0_agreement,363
christophermoore672,christophermoore672,Ropa_2_month,685
michael33673,michael33673,Ropa_0_body,962
michael33673,michael33673,Ropa_2_collection,168
rosevicki674,rosevicki674,Ropa_0_treat,357
michaellawrence675,michaellawrence675,Ropa_0_peace,952
michaellawrence675,michaellawrence675,Ropa_2_respond,61
jennifer19676,jennifer19676,Ropa_0_the,956
jennifer19676,jennifer19676,Ropa_1_house,681
sweeneyalicia677,sweeneyalicia677,Ropa_2_late,994
tamara61678,tamara61678,Ropa_2_billion,451
clarkwilliam679,clarkwilliam679,Ropa_1_doctor,761
emata680,emata680,Ropa_0_manager,902
emata680,emata680,Ropa_1_enter,463
jillianrobinson681,jillianrobinson681,Ropa_0_trade,942
jillianrobinson681,jillianrobinson681,Ropa_1_difficult,292
jillianrobinson681,jillianrobinson681,Ropa_2_perhaps,356
morgan17682,morgan17682,Ropa_0_business,324
morgan17682,morgan17682,Ropa_1_process,509
morgan17682,morgan17682,Ropa_2_better,703
ramirezjames683,ramirezjames683,Ropa_1_trade,301
ramirezjames683,ramirezjames683,Ropa_2_up,113
sandra14684,sandra14684,Ropa_0_play,725
sandra14684,sandra14684,Ropa_1_meeting,925
lbooker685,lbooker685,Ropa_0_beautiful,275
lbooker685,lbooker685,Ropa_1_your,951
lbooker685,lbooker685,Ropa_2_yourself,226
djones687,djones687,Ropa_0_community,927
djones687,djones687,Ropa_1_become,55
scott33688,scott33688,Ropa_0_evidence,562
floydmark689,floydmark689,Ropa_1_mouth,383
floydmark689,floydmark689,Ropa_2_turn,772
judith18690,judith18690,Ropa_1_enough,349
judith18690,judith18690,Ropa_2_future,260
scott22691,scott22691,Ropa_1_special,327
scott22691,scott22691,Ropa_2_white,580
alexbender692,alexbender692,Ropa_0_successful,699
alexbender692,alexbender692,Ropa_1_citizen,182
alexbender692,alexbender692,Ropa_2_difference,994
david95693,david95693,Ropa_1_before,779
maldonadomichelle694,maldonadomichelle694,Ropa_0_glass,405
maldonadomichelle694,maldonadomichelle694,Ropa_1_star,31
maldonadomichelle694,maldonadomichelle694,Ropa_2_staff,946
michelle74695,michelle74695,Ropa_0_science,668
michelle74695,michelle74695,Ropa_2_interview,275
dana68696,dana68696,Ropa_0_term,961
dana68696,dana68696,Ropa_1_director,927
dana68696,dana68696,Ropa_2_outside,242
hhall697,hhall697,Ropa_0_various,595
hhall697,hhall697,Ropa_2_material,214
williamcaldwell698,williamcaldwell698,Ropa_0_attack,986
dfischer699,dfischer699,Ropa_2_western,746
jgalloway700,jgalloway700,Ropa_0_character,899
bushtravis701,bushtravis701,Ropa_1_believe,575
bushtravis701,bushtravis701,Ropa_2_wrong,427
bradylisa702,bradylisa702,Ropa_0_can,999
bradylisa702,bradylisa702,Ropa_2_reach,194
john02703,john02703,Ropa_0_practice,81
john02703,john02703,Ropa_1_music,713
annjones704,annjones704,Ropa_0_air,406
annjones704,annjones704,Ropa_1_else,789
annjones704,annjones704,Ropa_2_wish,260
brownrebecca705,brownrebecca705,Ropa_0_owner,236
brownrebecca705,brownrebecca705,Ropa_1_wish,790
brownrebecca705,brownrebecca705,Ropa_2_while,512
jane40706,jane40706,Ropa_1_many,96
jane40706,jane40706,Ropa_2_rise,940
dhill707,dhill707,Ropa_0_large,791
hortonjoshua708,hortonjoshua708,Ropa_0_forward,52
hortonjoshua708,hortonjoshua708,Ropa_2_tax,804
blakejohnson709,blakejohnson709,Ropa_0_practice,402
blakejohnson709,blakejohnson709,Ropa_1_thus,905
blakejohnson709,blakejohnson709,Ropa_2_work,195
sonyarobinson710,sonyarobinson710,Ropa_0_major,830
joshuaallen711,joshuaallen711,Ropa_0_small,312
jhurst712,jhurst712,Ropa_0_religious,498
jhurst712,jhurst712,Ropa_1_bill,357
jhurst712,jhurst712,Ropa_2_character,25
garciakeith713,garciakeith713,Ropa_0_direction,978
garciakeith713,garciakeith713,Ropa_1_information,242
garciakeith713,garciakeith713,Ropa_2_off,547
durhamtammy715,durhamtammy715,Ropa_1_guess,861
durhamtammy715,durhamtammy715,Ropa_2_activity,632
rhenderson716,rhenderson716,Ropa_0_sing,544
rhenderson716,rhenderson716,Ropa_1_perform,433
rhenderson716,rhenderson716,Ropa_2_media,961
zchambers717,zchambers717,Ropa_0_author,136
zchambers717,zchambers717,Ropa_1_care,91
jonesglenda718,jonesglenda718,Ropa_0_according,451
jonesglenda718,jonesglenda718,Ropa_1_physical,116
jonesglenda718,jonesglenda718,Ropa_2_building,289
gamblelarry719,gamblelarry719,Ropa_0_against,972
judith17720,judith17720,Ropa_1_however,321
hendersondaniel721,hendersondaniel721,Ropa_0_century,154
hendersondaniel721,hendersondaniel721,Ropa_1_conference,630
rodgersmelissa722,rodgersmelissa722,Ropa_0_commercial,618
rodgersmelissa722,rodgersmelissa722,Ropa_1_rise,879
rodgersmelissa722,rodgersmelissa722,Ropa_2_last,580
aodonnell723,aodonnell723,Ropa_1_son,796
aodonnell723,aodonnell723,Ropa_2_partner,681
morriskelly724,morriskelly724,Ropa_0_walk,416
morriskelly724,morriskelly724,Ropa_1_standard,489
morriskelly724,morriskelly724,Ropa_2_beyond,562
janet03725,janet03725,Ropa_1_sure,956
janet03725,janet03725,Ropa_2_including,385
carlsonrandall726,carlsonrandall726,Ropa_1_take,821
carlsonrandall726,carlsonrandall726,Ropa_2_to,666
cody80727,cody80727,Ropa_0_soldier,698
cody80727,cody80727,Ropa_1_reflect,505
cody80727,cody80727,Ropa_2_those,466
boyermadeline728,boyermadeline728,Ropa_0_allow,549
cynthia87729,cynthia87729,Ropa_1_politics,85
cynthia87729,cynthia87729,Ropa_2_better,962
hfernandez730,hfernandez730,Ropa_0_daughter,601
hfernandez730,hfernandez730,Ropa_1_month,32
hfernandez730,hfernandez730,Ropa_2_spend,237
laurenpugh731,laurenpugh731,Ropa_1_sure,786
laurenpugh731,laurenpugh731,Ropa_2_response,555
ashley51732,ashley51732,Ropa_0_there,228
ashley51732,ashley51732,Ropa_2_dream,944
xanderson733,xanderson733,Ropa_0_value,425
xanderson733,xanderson733,Ropa_1_court,949
xanderson733,xanderson733,Ropa_2_them,613
morenomelissa734,morenomelissa734,Ropa_0_charge,454
morenomelissa734,morenomelissa734,Ropa_1_situation,842
morenomelissa734,morenomelissa734,Ropa_2_hotel,917
mark06736,mark06736,Ropa_1_political,68
mark06736,mark06736,Ropa_2_garden,865
nnelson737,nnelson737,Ropa_0_security,735
nnelson737,nnelson737,Ropa_2_report,798
alicia94738,alicia94738,Ropa_0_front,474
alicia94738,alicia94738,Ropa_1_if,213
alicia94738,alicia94738,Ropa_2_six,881
dianewilliams739,dianewilliams739,Ropa_0_industry,769
dianewilliams739,dianewilliams739,Ropa_1_human,773
dianewilliams739,dianewilliams739,Ropa_2_alone,125
vkline740,vkline740,Ropa_0_garden,973
vkline740,vkline740,Ropa_2_might,370
huffmanmichael741,huffmanmichael741,Ropa_1_structure,213
huffmanmichael741,huffmanmichael741,Ropa_2_cost,602
nancy90742,nancy90742,Ropa_0_thought,604
nancy90742,nancy90742,Ropa_2_choice,280
nhernandez743,nhernandez743,Ropa_0_will,834
nhernandez743,nhernandez743,Ropa_2_question,168
melissa65744,melissa65744,Ropa_0_director,158
melissa65744,melissa65744,Ropa_1_country,136
melissa65744,melissa65744,Ropa_2_red,88
dsantos745,dsantos745,Ropa_0_could,764
dsantos745,dsantos745,Ropa_1_easy,712
dsantos745,dsantos745,Ropa_2_collection,290
marymartin746,marymartin746,Ropa_0_candidate,426
marymartin746,marymartin746,Ropa_1_instead,996
aguilarstephanie747,aguilarstephanie747,Ropa_1_each,599
aguilarstephanie747,aguilarstephanie747,Ropa_2_along,521
justin25748,justin25748,Ropa_0_police,982
justin25748,justin25748,Ropa_1_almost,320
justin25748,justin25748,Ropa_2_down,96
wreilly749,wreilly749,Ropa_0_beat,169
wreilly749,wreilly749,Ropa_1_daughter,497
wreilly749,wreilly749,Ropa_2_least,705
